genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",9070,"Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.",1995-06-30,Mighty Morphin Power Rangers: The Movie,5.2,153.0,Bryan Spicer,"Amy Jo Johnson, Jason David Frank, David Yost"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1642,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",1995-07-28,The Net,5.6,359.0,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller"
"[{'id': 35, 'name': 'Comedy'}]",11472,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",1995-07-12,Nine Months,5.5,171.0,Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold"
"[{'id': 18, 'name': 'Drama'}]",10802,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,1995-09-22,Showgirls,4.9,261.0,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon"
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",9348,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",1995-07-07,Species,5.5,457.0,Roger Donaldson,"Natasha Henstridge, Ben Kingsley, Michael Madsen"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",281,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",1995-10-13,Strange Days,6.8,334.0,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Tom Sizemore"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3512,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",1995-07-13,Under Siege 2: Dark Territory,5.6,217.0,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9560,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,1995-08-11,A Walk in the Clouds,6.5,168.0,Alfonso Aráu,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn"
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",9804,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",1995-07-28,Waterworld,5.9,1017.0,Kevin Reynolds,"Kevin Costner, Chaim Girafi, Rick Aviles"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",1995-01-27,Before Sunrise,7.7,984.0,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert"
"[{'id': 35, 'name': 'Comedy'}]",11017,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",1995-02-10,Billy Madison,6.2,464.0,Tamra Davis,"Adam Sandler, Darren McGavin, Bridgette Wilson"
"[{'id': 35, 'name': 'Comedy'}]",2292,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",1994-09-13,Clerks,7.4,769.0,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Jason Mewes"
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1909,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",1994-10-01,Don Juan DeMarco,6.3,184.0,Jeremy Leven,"Johnny Depp, Marlon Brando, Faye Dunaway"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",8984,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",1994-12-09,Disclosure,5.9,217.0,Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11929,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",1995-03-24,Dolores Claiborne,7.1,183.0,Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Judy Parfitt"
"[{'id': 35, 'name': 'Comedy'}]",8467,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994-12-16,Dumb and Dumber,6.5,1894.0,Peter Farrelly,"Jim Carrey, Jeff Daniels, Lauren Holly"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",522,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",1994-09-27,Ed Wood,7.3,639.0,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",397,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,1995-05-05,French Kiss,6.2,179.0,Lawrence Kasdan,"Meg Ryan, Kevin Kline, Timothy Hutton"
"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",15789,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",1995-04-07,A Goofy Movie,6.7,404.0,Kevin Lima,"Bill Farmer, Jason Marsden, Rob Paulsen"
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1024,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",1994-09-02,Heavenly Creatures,6.9,299.0,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse"
"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",1994-11-11,Interview with the Vampire,7.2,1558.0,Neil Jordan,"Brad Pitt, Tom Cruise, Kirsten Dunst"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6280,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",1994-11-22,Junior,4.7,381.0,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson"
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,Star Wars,8.1,6778.0,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9587,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994-12-21,Little Women,7.0,222.0,Gillian Armstrong,"Winona Ryder, Gabriel Byrne, Trini Alvarado"
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",19101,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",1995-05-10,A Little Princess,7.4,207.0,Alfonso Cuarón,"Liesel Matthews, Eleanor Bron, Liam Cunningham"
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",4476,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",1994-12-16,Legends of the Fall,7.2,636.0,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn"
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11008,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",1995-03-24,Major Payne,6.1,164.0,Nick Castle,"Damon Wayans, Orlando Brown, Michael Ironside"
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",3036,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",1994-11-04,Mary Shelley's Frankenstein,6.1,272.0,Kenneth Branagh,"Robert De Niro, Kenneth Branagh, Tom Hulce"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10510,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",1994-11-18,Miracle on 34th Street,6.4,199.0,Les Mayfield,"Richard Attenborough, Elizabeth Perkins, Dylan McDermott"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,1994-08-25,Natural Born Killers,6.9,927.0,Oliver Stone,"Woody Harrelson, Juliette Lewis, Robert Downey Jr."
